City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,pompeu,-19.2244,-44.9353,22.3,50,100,3.1,BR,1691983001
288,hirara,24.8,125.2833,32.15,74,75,5.66,JP,1691983001
289,mil'kovo,55.6078,37.7956,18.27,94,85,3.93,RU,1691983001
290,axim,4.8699,-2.2405,23.98,88,66,4.55,GH,1691983002
291,poiana lacului,44.8167,24.7333,17.12,51,0,2.74,RO,1691983002
292,san antonio de pale,-1.4014,5.6325,23.73,86,100,6.51,GQ,1691983002
293,crane,31.3974,-102.3501,33.77,26,0,8.13,US,1691983002
294,najran,17.4924,44.1277,27.36,39,86,3.28,SA,1691983002
295,amalapuram,16.5833,82.0167,30.56,61,100,2.09,IN,1691983003
296,puerto leguizamo,-0.1934,-74.7819,21.95,98,52,1.02,CO,1691983003
297,zima,53.9202,102.0442,23.64,60,51,2.79,RU,1691983003
298,midvagur,62.0511,-7.1939,10.46,87,75,7.2,FO,1691983003
299,kazan,55.7887,49.1221,21.34,46,100,2.2,RU,1691983003
300,onega,63.9061,38.1404,17.01,95,93,3.21,RU,1691983003
301,mafinga,-7.25,35.0667,17.14,71,9,1.13,TZ,1691983004
302,nueva palmira,-33.8833,-58.4167,11.21,45,100,5.21,UY,1691983004
303,raducaneni,46.95,27.9333,14.31,52,0,0.43,RO,1691983004
304,weno,7.4515,151.8468,27.97,74,100,0.0,FM,1691983004
305,mercedes,-34.6515,-59.4307,11.47,45,98,4.82,AR,1691983004
306,zuunmod,47.7069,106.9528,19.57,69,100,2.66,MN,1691983004
307,hammerfest,70.6634,23.6821,16.25,77,40,2.06,NO,1691983005
308,lerwick,60.1545,-1.1494,13.0,90,95,2.55,GB,1691983005
309,juli,-16.2167,-69.45,4.84,64,98,1.04,PE,1691983005
310,portland,45.5234,-122.6762,34.96,35,20,3.09,US,1691982459
311,mumford,5.2618,-0.759,23.13,92,50,4.52,GH,1691983005
312,mount gambier,-37.8333,140.7667,12.91,46,23,1.45,AU,1691982974
313,yuzhno-kurilsk,44.0306,145.8556,14.73,80,29,5.47,RU,1691983006
314,necochea,-38.5473,-58.7368,13.29,43,47,10.54,AR,1691983006
315,polovinnoye,54.7914,65.9864,15.32,43,76,4.39,RU,1691983006
316,howrah,22.5892,88.3103,29.0,89,75,2.57,IN,1691983006
317,mejit,10.2753,170.8646,28.52,73,32,6.54,MH,1691983006
318,colares,38.7992,-9.4469,19.31,78,51,12.52,PT,1691983007
319,fort st. john,56.2499,-120.8529,23.94,43,75,7.2,CA,1691983007
320,le krib,36.328,9.1361,16.84,53,0,1.1,TN,1691983007
321,lompoc,34.6391,-120.4579,22.23,86,40,4.47,US,1691982981
322,katsuren-haebaru,26.3369,127.8719,33.43,70,40,5.14,JP,1691982772
323,gopalpur,19.2667,84.9167,28.52,75,100,1.44,IN,1691983008
324,olinda,-8.0089,-34.8553,22.85,88,75,2.57,BR,1691983008
325,nguigmi,14.2495,13.1092,27.29,72,100,2.26,NE,1691983008
326,darwin,-12.4611,130.8418,31.05,41,0,5.14,AU,1691983008
327,zintan,31.9223,12.252,18.85,64,0,3.61,LY,1691983008
328,santiago de cao,-7.9589,-79.2392,21.07,88,100,3.09,PE,1691983008
329,hasaki,35.7333,140.8333,32.39,80,5,4.46,JP,1691983009
330,samana,19.2056,-69.3369,26.78,85,69,3.53,DO,1691983009
331,uturoa,-16.7333,-151.4333,25.6,71,40,5.59,PF,1691983009
332,taoudenni,22.6783,-3.9836,35.61,21,31,7.09,ML,1691983009
333,kaa-khem,51.6833,94.7333,20.11,64,37,1.68,RU,1691983009
334,garissa,-0.4536,39.6401,22.53,85,30,5.55,KE,1691983010
335,oliveira dos brejinhos,-12.3169,-42.8961,21.13,55,4,4.22,BR,1691982885
336,namibe,-15.1961,12.1522,18.07,60,1,4.04,AO,1691982990
337,mutoko,-17.397,32.2268,11.61,61,0,1.24,ZW,1691983010
338,palikir - national government center,6.9248,158.1611,31.41,70,100,3.6,FM,1691983010
339,karratha,-20.7377,116.8463,23.9,37,16,2.26,AU,1691983011
340,sisimiut,66.9395,-53.6735,6.84,84,51,0.9,GL,1691983011
341,angaur state,6.906,134.13,27.88,78,100,6.07,PW,1691983011
342,conception bay south,47.4999,-52.9981,17.63,93,100,3.59,CA,1691983012
343,shyryayeve,47.3805,30.1964,18.53,49,0,0.8,UA,1691983012
344,soio,-6.1349,12.3689,20.39,91,24,3.29,AO,1691983012
345,kitimat,54.0524,-128.6534,19.21,65,100,1.79,CA,1691983012
346,cannonvale,-20.2833,148.7,21.66,56,5,3.01,AU,1691983012
347,yaren,-0.5472,166.916,24.75,89,100,9.57,NR,1691983013
348,sola,-13.8833,167.55,24.39,84,98,10.44,VU,1691983013
349,gadzhiyevo,69.2551,33.3362,14.63,82,100,2.24,RU,1691983013
350,nyakahanga,-1.6033,31.1414,17.21,60,75,0.55,TZ,1691983013
351,mbeya,-8.9,33.45,12.15,87,57,2.51,TZ,1691983014
352,muriae,-21.1306,-42.3664,19.11,90,100,1.5,BR,1691983014
353,kiruna,67.8557,20.2251,11.51,100,100,1.54,SE,1691983014
354,leava,-14.3,-178.1667,27.48,82,39,7.21,WF,1691983014
355,el calafate,-50.3408,-72.2768,-0.4,82,10,1.19,AR,1691983014
356,la'ie,21.6477,-157.9253,30.0,68,5,5.74,US,1691983014
357,warrnambool,-38.3833,142.4833,12.41,59,100,1.64,AU,1691983015
358,shimoda,34.6667,138.95,29.2,89,99,8.82,JP,1691983015
359,chui,-33.6971,-53.4616,6.93,65,42,3.74,UY,1691983013
360,kokopo,-4.352,152.2633,28.12,73,99,8.09,PG,1691983015
361,calvinia,-31.4707,19.776,4.07,83,0,1.14,ZA,1691983015
362,havre,49.5833,0.3333,17.87,82,80,3.09,FR,1691983016
363,mhamid,29.82,-5.72,32.07,12,6,1.88,MA,1691983016
364,lyepyel',54.8814,28.6932,15.17,81,57,1.83,BY,1691983016
365,savannakhet,16.566,104.751,29.01,74,75,2.06,LA,1691983016
366,mount isa,-20.7333,139.5,29.87,23,8,3.09,AU,1691983017
367,guerrero negro,27.9769,-114.0611,20.39,87,8,8.34,MX,1691982878
368,dryden,49.7833,-92.7503,16.16,88,100,1.54,CA,1691983017
369,chuhar jamali,24.3895,67.9923,27.96,74,100,9.16,PK,1691983017
370,waddan,29.1614,16.139,23.15,60,0,3.7,LY,1691983017
371,cill airne,52.05,-9.5167,10.88,96,100,0.86,IE,1691983017
372,usinsk,65.9939,57.5281,19.37,87,87,2.02,RU,1691982842
373,greymouth,-42.4667,171.2,9.37,67,41,2.4,NZ,1691983018
374,beledweyne,4.7358,45.2036,23.24,83,47,5.02,SO,1691983018
375,sebeta,8.9167,38.6167,12.18,90,15,0.15,ET,1691983018
376,carnot,4.9409,15.8665,20.31,97,93,0.19,CF,1691983018
377,vilyuysk,63.7553,121.6247,24.54,44,100,3.34,RU,1691983018
378,ingeniero jacobacci,-41.3427,-69.5448,6.16,79,52,7.82,AR,1691983019
379,kindu,-2.95,25.95,21.82,87,30,0.64,CD,1691983019
380,al wasitah,29.3378,31.2056,25.13,68,0,5.53,EG,1691983019
381,antofagasta,-23.65,-70.4,17.6,79,0,0.58,CL,1691982782
382,valley city,46.9233,-98.0032,16.29,100,100,2.57,US,1691983019
383,sodankyla,67.4167,26.6,12.34,95,34,1.82,FI,1691983019
384,yatou,37.15,122.3833,29.37,61,88,2.06,CN,1691983020
385,brezina,33.0989,1.2608,26.28,21,0,1.67,DZ,1691983020
386,tezu,27.9167,96.1667,29.74,76,100,1.59,IN,1691983020
387,sitka,57.0531,-135.33,15.94,72,100,2.57,US,1691983020
388,walvis bay,-22.9575,14.5053,12.27,90,37,1.12,,1691982940
389,rehoboth,-23.3167,17.0833,11.14,14,51,4.38,,1691982771
390,odlabari,26.8333,88.6167,28.36,82,100,0.88,IN,1691983021
391,el golaa,33.4849,9.0068,24.54,54,0,5.1,TN,1691983021
392,lusambo,-4.9667,23.45,19.88,43,9,0.61,CD,1691983021
393,akita,39.7167,140.1167,34.52,55,75,4.12,JP,1691983021
394,island harbour,50.724,-1.2758,17.21,93,95,1.34,GB,1691983022
395,izberbash,42.5696,47.8645,26.03,48,0,3.29,RU,1691983022
396,musoma,-1.5,33.8,21.14,58,24,4.75,TZ,1691983022
397,icmeler,40.8464,29.3089,25.08,88,75,7.2,TR,1691983022
398,cabo san lucas,22.8909,-109.9124,31.4,73,0,4.12,MX,1691982936
399,mirriah,13.7073,9.1501,25.94,71,92,2.95,NE,1691983023
400,iskateley,67.6803,53.1512,15.61,78,100,1.76,RU,1691983023
401,ulladulla,-35.35,150.4667,9.97,94,100,4.51,AU,1691983023
402,agua dulce,18.1333,-94.1333,26.7,84,100,5.29,MX,1691983024
403,bhamo,24.2667,97.2333,25.87,95,100,0.44,MM,1691983024
404,oum hadjer,13.2954,19.6966,24.83,78,100,2.25,TD,1691983024
405,fada,9.5667,8.3,19.94,99,100,0.61,NG,1691983024
406,panuco,22.05,-98.1667,30.1,77,6,3.92,MX,1691983025
407,al ghayzah,16.2079,52.176,26.39,88,68,2.37,YE,1691983025
408,magadan,59.5667,150.8,28.63,70,12,3.11,RU,1691983025
409,huarmey,-10.0681,-78.1522,20.09,84,55,3.38,PE,1691983025
410,dumbea,-22.15,166.45,22.98,52,79,3.31,NC,1691983025
411,houghton,47.1219,-88.569,14.08,95,0,0.0,US,1691983026
412,tralee,52.2704,-9.7026,12.07,94,100,1.57,IE,1691983026
413,nova vicosa,-17.8919,-39.3719,22.18,83,24,3.44,BR,1691982879
414,nova xavantina,-14.6667,-52.35,24.47,31,50,1.2,BR,1691982851
415,kiama,-34.6833,150.8667,14.1,93,100,0.89,AU,1691983026
416,gongzhuling,43.5008,124.8198,26.69,72,7,1.3,CN,1691983027
417,vicuna,-30.0319,-70.7081,10.85,32,16,0.62,CL,1691983027
418,muisne,0.6,-80.0333,24.82,84,100,3.18,EC,1691983027
419,konarka,19.9,86.1167,28.22,73,100,3.09,IN,1691983028
420,goronyo,13.4423,5.6763,24.84,85,100,2.95,NG,1691983028
421,kone,-21.0595,164.8658,23.57,46,67,3.9,NC,1691983028
422,ola,59.5833,151.2833,28.97,74,12,3.57,RU,1691983028
423,mafra,-26.1114,-49.8053,10.41,91,100,1.67,BR,1691983028
424,menaka,15.9182,2.4022,24.78,73,100,6.36,ML,1691983029
425,cowra,-33.8333,148.6833,14.01,76,100,4.21,AU,1691982815
426,al wajh,26.2455,36.4525,29.97,89,8,2.57,SA,1691983029
427,serowe,-22.3833,26.7167,14.17,36,0,2.25,BW,1691983029
428,flin flon,54.7682,-101.865,15.46,84,76,2.21,CA,1691983029
429,syanno,54.8106,29.7069,14.7,84,14,2.67,BY,1691983030
430,ndjole,-0.1783,10.7649,23.47,89,95,1.14,GA,1691983030
431,tambopata,-12.7333,-69.1833,18.93,83,100,1.51,PE,1691983030
432,kristiansund,63.1115,7.732,14.03,94,20,1.54,NO,1691983031
433,gulf shores,30.246,-87.7008,30.88,74,0,0.0,US,1691983031
434,adam,22.3756,57.5233,32.39,41,64,2.62,OM,1691983031
435,longmen,24.9597,118.0889,32.34,67,82,2.09,CN,1691982854
436,lorengau,-2.0226,147.2712,28.8,73,80,6.81,PG,1691983032
437,tulun,54.5611,100.5792,21.7,68,79,2.92,RU,1691983032
438,rongelap,11.1635,166.8941,28.73,78,24,5.83,MH,1691983023
439,tanout,14.9709,8.8879,28.02,60,100,2.48,NE,1691983032
440,haiku-pauwela,20.9219,-156.3051,27.01,65,40,8.23,US,1691983033
441,orcopampa,-15.2661,-72.3417,5.7,47,0,1.28,PE,1691983033
442,punta del este,-34.9667,-54.95,11.65,55,0,7.15,UY,1691983033
443,uribia,11.7139,-72.266,29.13,68,89,6.43,CO,1691983033
444,cutral-co,-38.9469,-69.2089,13.84,10,64,1.74,AR,1691983033
445,al muwayh,22.4333,41.7583,28.27,36,51,4.21,SA,1691983034
446,igarka,67.4667,86.5833,20.31,63,60,2.34,RU,1691983034
447,laghouat,33.8,2.8651,25.68,35,0,2.28,DZ,1691983034
448,minbu,20.1833,94.8833,29.64,69,100,3.59,MM,1691983034
449,erenhot,43.6475,111.9767,31.75,21,8,3.52,CN,1691983035
450,kiunga,-6.1219,141.2906,28.68,60,93,1.57,PG,1691983035
451,verkhneural'sk,53.8769,59.2106,16.2,51,4,1.58,RU,1691983035
452,bengbu,32.9408,117.3608,30.09,68,26,3.39,CN,1691983036
453,daru,-9.0763,143.2092,25.54,73,62,5.41,PG,1691983036
454,visby,57.6409,18.296,13.12,100,87,1.54,SE,1691983036
455,fort mcmurray,56.7268,-111.381,22.77,64,0,3.6,CA,1691983036
456,swan hill,-35.3378,143.5544,14.58,48,64,2.82,AU,1691983037
457,baki,-7.6128,110.7839,29.23,44,19,2.43,ID,1691983037
458,woolgoolga,-30.1106,153.2007,23.36,51,86,3.3,AU,1691983037
459,christchurch,-43.5333,172.6333,14.62,39,1,5.14,NZ,1691983037
460,sao joao da barra,-21.6403,-41.0511,20.9,92,98,3.03,BR,1691982739
461,paracuru,-3.41,-39.0306,26.73,84,37,6.18,BR,1691983038
462,mpanda,-6.3655,31.0409,21.17,49,62,2.06,TZ,1691983038
463,tchintabaraden,15.8969,5.7985,26.25,70,100,6.4,NE,1691983038
464,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1691983039
465,itoman,26.1247,127.6694,33.43,83,75,5.14,JP,1691982773
466,copala,16.65,-98.9833,27.61,86,47,1.34,MX,1691983039
467,kamaishi,39.2667,141.8833,26.07,95,92,4.36,JP,1691983039
468,dumai,1.6833,101.45,27.42,86,67,1.36,ID,1691983039
469,afaahiti,-17.75,-149.2833,26.7,73,59,3.67,PF,1691983033
470,cozumel,20.5083,-86.9458,29.41,94,45,1.34,MX,1691983040
471,pacific grove,36.6177,-121.9166,18.82,92,40,2.06,US,1691982781
472,sao joao da ponte,-15.9292,-44.0078,19.37,49,84,2.38,BR,1691983040
473,moultonborough,43.7548,-71.3967,20.71,85,99,1.34,US,1691983040
474,harlingen,26.1906,-97.6961,30.95,88,0,5.66,US,1691983040
475,gangtok,27.3333,88.6167,19.43,94,100,0.63,IN,1691983041
476,okhotsk,59.3833,143.3,17.89,74,100,4.55,RU,1691983041
477,griffith,41.5284,-87.4237,21.96,80,40,3.6,US,1691983041
478,ocean city,39.2776,-74.5746,25.55,77,48,1.13,US,1691983041
479,nadi,-17.8,177.4167,27.0,69,75,5.66,FJ,1691983038
480,sharkawshchyna,55.3713,27.4706,14.49,88,33,2.68,BY,1691982798
481,pierre,44.3683,-100.351,17.7,80,20,6.17,US,1691982895
482,mossendjo,-2.9506,12.7261,18.24,97,16,1.19,CG,1691983042
483,kesinga,20.2,83.2333,26.02,84,100,1.1,IN,1691983042
484,edson,53.5835,-116.4356,22.08,49,0,2.06,CA,1691982993
485,marsa alam,25.0757,34.8918,32.21,42,3,2.62,EG,1691983042
486,la ronge,55.1001,-105.2842,20.14,64,20,4.12,CA,1691983043
487,cidreira,-30.1811,-50.2056,10.52,75,32,2.55,BR,1691983043
488,piacabucu,-10.4056,-36.4344,22.52,75,11,3.7,BR,1691983043
489,bangui,4.3612,18.555,21.72,98,100,0.88,CF,1691983043
490,basco,20.4487,121.9702,28.61,85,72,9.38,PH,1691983044
491,de aar,-30.6497,24.0123,8.54,39,0,1.34,ZA,1691983044
492,palmer,42.1584,-72.3287,21.95,82,0,0.0,US,1691983044
493,constitucion,-35.3333,-72.4167,13.11,75,97,3.45,CL,1691983044
494,luganville,-15.5333,167.1667,24.34,76,87,3.86,VU,1691983045
495,nago,26.5881,127.9761,33.47,70,14,2.86,JP,1691982775
496,the pas,53.8251,-101.2541,18.01,82,100,2.06,CA,1691983045
497,hayang,35.9133,128.82,30.87,62,75,2.57,KR,1691983045
498,sidi akkacha,36.4647,1.3026,25.16,61,0,2.31,DZ,1691983046
499,eydhafushi,5.1033,73.0708,28.19,70,21,5.25,MV,1691983046
500,dhidhdhoo,6.8833,73.1,28.25,64,54,4.62,MV,1691983046
501,adamantina,-21.6853,-51.0725,19.31,66,100,5.02,BR,1691983046
502,mhangura,-16.8939,30.1683,11.89,60,0,0.83,ZW,1691983047
503,port hueneme,34.1478,-119.1951,25.15,89,100,5.66,US,1691983047
504,hinojosa del duque,38.5006,-5.1465,21.02,25,2,1.32,ES,1691983047
505,galesong,-5.3166,119.3661,32.01,59,59,1.12,ID,1691983047
506,trinidad,-14.8333,-64.9,18.46,62,100,2.6,BO,1691982805
507,williams lake,52.1415,-122.1445,27.76,34,75,2.06,CA,1691983048
508,gazojak,41.1875,61.4036,21.68,23,0,5.18,TM,1691983048
509,sarriguren,42.8106,-1.5927,18.9,82,100,0.51,ES,1691983048
510,bonham,33.5773,-96.1783,34.65,51,0,2.57,US,1691982553
511,sinop,41.7711,34.8709,19.82,77,6,2.78,TR,1691983049
512,mahibadhoo,3.7833,72.9667,28.08,72,7,4.2,MV,1691983049
513,carnarvon,-24.8667,113.6333,19.05,48,0,6.11,AU,1691983049
514,odacho-oda,35.1833,132.5,29.43,71,100,7.14,JP,1691983049
515,plastun,44.7561,136.2939,18.36,83,99,4.26,RU,1691983050
516,ibiza,38.9088,1.433,25.52,88,40,1.03,ES,1691983050
517,ancud,-41.8697,-73.8203,10.43,99,100,2.46,CL,1691983050
518,hafar al-batin,28.4328,45.9708,34.32,22,0,5.14,SA,1691983050
519,miracema do tocantins,-9.5618,-48.3967,24.43,35,0,1.12,BR,1691983051
520,hovd,48.0056,91.6419,20.57,21,99,0.51,MN,1691983051
521,bukama,-9.2,25.85,19.54,37,23,1.47,CD,1691983051
522,lazaro cardenas,17.9583,-102.2,27.8,85,0,1.04,MX,1691983051
523,tari,12.4086,4.4914,23.64,88,100,3.15,NG,1691983052
524,motueka,-41.1333,173.0167,15.05,43,10,2.9,NZ,1691982770
525,port saint john's,-31.6229,29.5448,17.95,88,100,4.34,ZA,1691983052
526,matane,48.8286,-67.522,15.14,96,100,2.26,CA,1691983052
527,namsos,64.4662,11.4957,14.03,88,100,3.6,NO,1691983052
528,kangding,30.0513,101.9603,21.45,68,25,2.37,CN,1691983053
529,kapuskasing,49.4169,-82.4331,12.05,93,0,2.06,CA,1691982951
530,san rafael,-34.6177,-68.3301,16.68,20,100,3.31,AR,1691983053
531,achinsk,56.2694,90.4993,18.98,61,62,1.62,RU,1691983053
532,jakar,27.5492,90.7525,18.11,92,100,0.97,BT,1691983053
533,orsa,54.5153,30.4053,14.5,88,11,2.88,BY,1691983054
534,sandpoint,48.2766,-116.5533,26.03,44,0,0.45,US,1691982924
535,djambala,-2.5447,14.7533,20.89,72,24,1.82,CG,1691983054
536,lodwar,3.1191,35.5973,25.6,51,4,6.26,KE,1691983054
537,illizi,26.4833,8.4667,29.89,20,0,6.38,DZ,1691983054
538,xingcheng,40.6167,120.7167,28.45,62,36,1.9,CN,1691983055
539,ataq,14.5377,46.8319,25.41,43,47,4.92,YE,1691983055
540,malangali,-8.5667,34.85,14.15,84,5,4.36,TZ,1691983055
541,jilotepec de molina enriquez,19.9528,-99.5347,12.82,96,98,0.53,MX,1691983055
542,posto fiscal rolim de moura,-13.0833,-62.2667,19.53,72,100,1.59,BR,1691983055
543,el bauga,18.262,33.9081,32.37,14,10,3.52,SD,1691983056
544,orkney,-26.9802,26.6727,13.4,40,5,3.75,ZA,1691983056
545,kapit,2.0167,112.9333,32.58,56,74,0.43,MY,1691982816
546,palo alto,37.4419,-122.143,29.71,65,75,8.23,US,1691982880
547,kimberley,-28.7323,24.7623,9.22,46,0,2.35,ZA,1691983056
548,berdigestyakh,62.0989,126.6992,14.25,93,100,2.89,RU,1691983057
549,meizhou,24.2977,116.1072,32.09,63,17,2.58,CN,1691983057
550,balykshi,47.0667,51.8667,22.0,53,0,3.0,KZ,1691983057
551,sitangkai,4.6628,119.3928,28.12,75,93,5.18,PH,1691983057
552,san pedro,14.35,121.0167,31.86,77,75,4.63,PH,1691983057
553,yuktae-dong,40.0247,128.1597,23.09,94,62,5.13,KP,1691983058
554,yelizovo,53.1873,158.3805,23.08,56,75,5.0,RU,1691983058
555,jiwani,25.05,61.7417,27.76,86,10,0.54,PK,1691983058
556,carmelo,-33.9892,-58.2856,10.47,46,100,5.79,UY,1691983058
557,summerside,46.3959,-63.7876,20.07,94,100,4.12,CA,1691983059
558,antsiranana,-12.2787,49.2917,22.43,84,8,6.54,MG,1691983059
559,kotido,2.9806,34.1331,19.11,58,3,4.76,UG,1691983059
560,mozarlandia,-14.7447,-50.5706,28.01,28,87,2.19,BR,1691983059
561,port douglas,-16.4833,145.4667,23.38,57,9,3.64,AU,1691983059
562,san andres,12.5847,-81.7006,30.01,74,40,5.66,CO,1691983060
563,naberera,-4.2,36.9333,14.37,87,58,4.29,TZ,1691983060
564,glace bay,46.1969,-59.957,18.83,95,100,3.09,CA,1691983060
565,trakai,54.6333,24.9333,17.19,92,73,2.12,LT,1691983060
566,tadine,-21.55,167.8833,21.24,50,29,4.45,NC,1691983060
567,salahonda,2.1019,-78.7217,26.48,80,100,3.94,CO,1691983060
568,verkhnevilyuysk,63.4453,120.3167,24.53,51,99,2.91,RU,1691983061
569,usogorsk,63.4106,48.6872,20.86,70,6,1.73,RU,1691983061
570,karpenisi,38.9167,21.7833,14.77,63,12,3.11,GR,1691983061
571,tuy hoa,13.0833,109.3,34.11,51,97,2.58,VN,1691983061
572,vilattikulam,9.1323,78.1664,31.05,52,50,3.99,IN,1691983061
573,puerto armuelles,8.2833,-82.8667,27.27,91,100,1.34,PA,1691983062
574,argos orestiko,40.4667,21.2667,18.15,66,90,1.76,GR,1691983062
575,cadale,2.7603,46.3222,24.91,89,19,5.87,SO,1691982725
